Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Squad
2022-04-02,13:30,2. Bundesliga,Matchweek 28,Sat,Home,W,3,1,Holstein Kiel,,,47.0,13400.0,Fabian Holland,4-2-2-2,4-1-4-1,Sven Waschitzki,Match Report,,Darmstadt
2022-04-09,20:30,2. Bundesliga,Matchweek 29,Sat,Away,L,1,3,Nürnberg,,,55.0,30471.0,Fabian Holland,4-2-2-2,4-4-2,Timo Gerach,Match Report,,Darmstadt
2022-04-17,13:30,2. Bundesliga,Matchweek 30,Sun,Home,L,2,5,Schalke 04,,,52.0,14500.0,Fabian Holland,4-2-2-2,4-2-3-1,Tobias Reichel,Match Report,,Darmstadt
2022-04-23,20:30,2. Bundesliga,Matchweek 31,Sat,Away,W,2,1,St. Pauli,,,34.0,29546.0,Fabian Holland,4-1-4-1,4-4-2,Sascha Stegemann,Match Report,,Darmstadt
2022-04-30,20:30,2. Bundesliga,Matchweek 32,Sat,Home,W,6,0,Erzgebirge Aue,,,63.0,13850.0,Fabian Holland,4-2-2-2,4-2-3-1,Christian Dingert,Match Report,,Darmstadt
2022-05-06,18:30,2. Bundesliga,Matchweek 33,Fri,Away,L,1,2,Düsseldorf,,,46.0,31622.0,Fabian Holland,4-4-2,4-1-4-1,Florian Badstübner,Match Report,,Darmstadt
2022-05-15,15:30,2. Bundesliga,Matchweek 34,Sun,Home,W,3,0,Paderborn 07,,,40.0,13710.0,Fabian Holland,3-4-1-2,4-2-3-1,Deniz Aytekin,Match Report,,Darmstadt
2020-09-13,18:30,DFB-Pokal,First round,Sun,Away,W,3,2,Magdeburg,,,64.0,5000.0,Fabian Holland,4-2-3-1,4-2-3-1,Manuel Gräfe,Match Report,Required Extra Time,Darmstadt
2020-09-19,13:00,2. Bundesliga,Matchweek 1,Sat,Away,L,2,3,Sandhausen,,,71.0,754.0,Fabian Holland,4-1-4-1,3-4-1-2,Guido Winkmann,Match Report,,Darmstadt
2020-09-26,13:00,2. Bundesliga,Matchweek 2,Sat,Home,D,0,0,Jahn R'burg,,,62.0,1721.0,Fabian Holland,4-1-4-1,4-2-3-1,Patrick Alt,Match Report,,Darmstadt
2020-10-05,20:30,2. Bundesliga,Matchweek 3,Mon,Away,W,3,2,Nürnberg,,,67.0,6772.0,Fabian Holland,4-1-4-1,4-2-3-1,Sören Storks,Match Report,,Darmstadt
2020-10-24,13:00,2. Bundesliga,Matchweek 5,Sat,Home,D,2,2,St. Pauli,,,58.0,,Fabian Holland,4-5-1,3-5-2,Marco Fritz,Match Report,,Darmstadt
2020-10-28,18:30,2. Bundesliga,Matchweek 4,Wed,Away,D,1,1,Osnabrück,,,50.0,,Fabian Holland,4-1-4-1,4-4-2,Markus Schmidt,Match Report,,Darmstadt
2020-11-01,13:30,2. Bundesliga,Matchweek 6,Sun,Away,W,4,3,Karlsruher,,,61.0,450.0,Fabian Holland,4-1-4-1,4-2-3-1,Aarne Aarnink,Match Report,,Darmstadt
2020-11-08,13:30,2. Bundesliga,Matchweek 7,Sun,Home,L,0,4,Paderborn 07,,,44.0,,Tobias Kempe,4-1-4-1,4-3-3,Florian Heft,Match Report,,Darmstadt
2020-11-22,13:30,2. Bundesliga,Matchweek 8,Sun,Away,L,0,3,Erzgebirge Aue,,,60.0,,Tobias Kempe,4-1-4-1,4-2-3-1,Martin Thomsen,Match Report,,Darmstadt
2020-11-27,18:30,2. Bundesliga,Matchweek 9,Fri,Home,W,4,0,Braunschweig,,,76.0,,Fabian Holland,3-4-3,4-2-3-1,Alexander Sather,Match Report,,Darmstadt
2020-12-04,18:30,2. Bundesliga,Matchweek 10,Fri,Away,L,2,3,Düsseldorf,,,64.0,,Fabian Holland,3-4-3,4-4-2,Patrick Alt,Match Report,,Darmstadt
2020-12-12,13:00,2. Bundesliga,Matchweek 11,Sat,Home,L,1,2,Hamburger SV,,,38.0,,Fabian Holland,3-3-3-1,4-1-4-1,Nicolas Winter,Match Report,,Darmstadt
2020-12-15,18:30,2. Bundesliga,Matchweek 12,Tue,Away,W,4,0,Greuther Fürth,,,45.0,,Fabian Holland,3-3-3-1,4-4-2,Christian Dingert,Match Report,,Darmstadt
2020-12-19,13:00,2. Bundesliga,Matchweek 13,Sat,Home,W,2,0,W'burg Kickers,,,73.0,,Fabian Holland,3-3-3-1,3-4-1-2,Patrick Ittrich,Match Report,,Darmstadt
2020-12-22,20:45,DFB-Pokal,Second round,Tue,Away,W,3,0,Dresden,,,62.0,,Fabian Holland,3-3-3-1,3-5-2,Sven Jablonski,Match Report,,Darmstadt
2021-01-02,13:00,2. Bundesliga,Matchweek 14,Sat,Away,L,1,2,Bochum,,,42.0,,Tobias Kempe,3-3-3-1,4-2-3-1,Sven Waschitzki,Match Report,,Darmstadt
2021-01-10,13:30,2. Bundesliga,Matchweek 15,Sun,Home,L,1,2,Hannover 96,,,56.0,,Tobias Kempe,3-3-3-1,4-1-4-1,Patrick Alt,Match Report,,Darmstadt
2021-01-17,13:30,2. Bundesliga,Matchweek 16,Sun,Away,L,0,3,Heidenheim,,,52.0,,Fabian Holland,3-3-3-1,4-4-2,Robert Hartmann,Match Report,,Darmstadt
2021-01-24,13:30,2. Bundesliga,Matchweek 17,Sun,Home,L,0,2,Holstein Kiel,,,45.0,,Fabian Holland,3-3-3-1,4-1-4-1,Aarne Aarnink,Match Report,,Darmstadt
2021-01-27,18:30,2. Bundesliga,Matchweek 18,Wed,Home,W,2,1,Sandhausen,,,60.0,,Fabian Holland,4-1-4-1,3-4-1-2,Tobias Reichel,Match Report,,Darmstadt
2021-01-30,13:00,2. Bundesliga,Matchweek 19,Sat,Away,D,1,1,Jahn R'burg,,,44.0,,Fabian Holland,4-1-4-1,4-4-2,Florian Heft,Match Report,,Darmstadt
2021-02-02,18:30,DFB-Pokal,Round of 16,Tue,Away,D,1 (6),1 (7),Holstein Kiel,,,51.0,,Fabian Holland,4-1-4-1,4-1-4-1,Sören Storks,Match Report,Holstein Kiel won on penalty kicks following extra time,Darmstadt
2021-02-06,13:00,2. Bundesliga,Matchweek 20,Sat,Home,L,1,2,Nürnberg,,,50.0,,Fabian Holland,4-5-1,4-3-1-2,Martin Thomsen,Match Report,,Darmstadt
2021-02-14,13:30,2. Bundesliga,Matchweek 21,Sun,Home,W,1,0,Osnabrück,,,46.0,,Fabian Holland,4-3-3,4-2-3-1,Patrick Ittrich,Match Report,,Darmstadt
2021-02-20,13:00,2. Bundesliga,Matchweek 22,Sat,Away,L,2,3,St. Pauli,,,54.0,,Fabian Holland,4-2-3-1,4-4-2,Michael Bacher,Match Report,,Darmstadt
2021-02-26,18:30,2. Bundesliga,Matchweek 23,Fri,Home,L,0,1,Karlsruher,,,56.0,,Fabian Holland,4-3-3,4-2-3-1,Patrick Hanslbauer,Match Report,,Darmstadt
2021-03-05,18:30,2. Bundesliga,Matchweek 24,Fri,Away,W,3,2,Paderborn 07,,,35.0,,Fabian Holland,4-2-3-1,4-2-3-1,Daniel Schlager,Match Report,,Darmstadt
2021-03-13,13:00,2. Bundesliga,Matchweek 25,Sat,Home,W,4,1,Erzgebirge Aue,,,38.0,,Marcel Schuhen,4-2-3-1,4-2-3-1,Frank Willenborg,Match Report,,Darmstadt
2021-03-20,13:00,2. Bundesliga,Matchweek 26,Sat,Away,D,1,1,Braunschweig,,,47.0,,Fabian Holland,4-2-3-1,4-2-3-1,Timo Gerach,Match Report,,Darmstadt
2021-04-04,13:30,2. Bundesliga,Matchweek 27,Sun,Home,L,1,2,Düsseldorf,,,55.0,,Fabian Holland,4-2-3-1,4-2-3-1,Tobias Reichel,Match Report,,Darmstadt
2021-04-09,18:30,2. Bundesliga,Matchweek 28,Fri,Away,W,2,1,Hamburger SV,,,32.0,,Fabian Holland,4-2-3-1,4-2-3-1,Robert Kampka,Match Report,,Darmstadt
2021-04-16,18:30,2. Bundesliga,Matchweek 29,Fri,Home,D,2,2,Greuther Fürth,,,42.0,,Fabian Holland,4-2-3-1,4-4-2,Frank Willenborg,Match Report,,Darmstadt
2021-04-20,18:30,2. Bundesliga,Matchweek 30,Tue,Away,W,3,1,W'burg Kickers,,,45.0,,Fabian Holland,4-2-3-1,4-2-3-1,Christof Günsch,Match Report,,Darmstadt
2021-04-26,20:30,2. Bundesliga,Matchweek 31,Mon,Home,W,3,1,Bochum,,,36.0,,Fabian Holland,4-2-3-1,4-2-3-1,Bastian Dankert,Match Report,,Darmstadt
2021-05-07,18:30,2. Bundesliga,Matchweek 32,Fri,Away,W,2,1,Hannover 96,,,46.0,,Fabian Holland,4-2-3-1,4-4-2,Aarne Aarnink,Match Report,,Darmstadt
2021-05-16,15:30,2. Bundesliga,Matchweek 33,Sun,Home,W,5,1,Heidenheim,,,43.0,,Fabian Holland,4-2-3-1,4-3-1-2,Patrick Hanslbauer,Match Report,,Darmstadt
2021-05-23,15:30,2. Bundesliga,Matchweek 34,Sun,Away,W,3,2,Holstein Kiel,,,44.0,,Fabian Holland,4-2-3-1,4-3-3,Patrick Ittrich,Match Report,,Darmstadt
2019-07-28,13:30,2. Bundesliga,Matchweek 1,Sun,Away,D,1,1,Hamburger SV,,,33.0,44475.0,Fabian Holland,4-2-3-1,4-1-4-1,Robert Hartmann,Match Report,,Darmstadt
2019-08-04,15:30,2. Bundesliga,Matchweek 2,Sun,Home,W,2,0,Holstein Kiel,,,29.0,13065.0,Fabian Holland,4-3-3,4-3-3,Aarne Aarnink,Match Report,,Darmstadt
2019-08-11,15:30,DFB-Pokal,First round,Sun,Away,W,6,1,Oberneuland,,,81.0,4500.0,Fabian Holland,3-1-4-2,4-2-3-1,Pascal Müller,Match Report,,Darmstadt
2019-08-19,20:30,2. Bundesliga,Matchweek 3,Mon,Away,L,0,4,Osnabrück,,,44.0,14101.0,Fabian Holland,4-2-3-1,3-4-3,Patrick Ittrich,Match Report,,Darmstadt
2019-08-23,18:30,2. Bundesliga,Matchweek 4,Fri,Home,D,0,0,Dresden,,,30.0,14610.0,Fabian Holland,4-2-3-1,3-4-3,Matthias Jöllenbeck,Match Report,,Darmstadt
2019-08-30,18:30,2. Bundesliga,Matchweek 5,Fri,Away,L,0,1,Sandhausen,,,43.0,7681.0,Fabian Holland,4-4-1-1,4-2-3-1,Johann Pfeifer,Match Report,,Darmstadt
2019-09-15,13:30,2. Bundesliga,Matchweek 6,Sun,Home,D,3,3,Nürnberg,,,55.0,15220.0,Fabian Holland,4-4-1-1,3-1-4-2,Alexander Sather,Match Report,,Darmstadt
2019-09-20,18:30,2. Bundesliga,Matchweek 7,Fri,Away,L,0,1,Heidenheim,,,53.0,10800.0,Fabian Holland,4-4-2,4-3-1-2,Florian Badstübner,Match Report,,Darmstadt
2019-09-28,13:00,2. Bundesliga,Matchweek 8,Sat,Away,D,2,2,Bochum,,,51.0,14321.0,Fabian Holland,4-2-3-1,4-2-3-1,René Rohde,Match Report,,Darmstadt
2019-10-04,18:30,2. Bundesliga,Matchweek 9,Fri,Home,D,1,1,Karlsruher,,,64.0,14850.0,Fabian Holland,4-2-3-1,4-1-4-1,Felix Brych,Match Report,,Darmstadt
2019-10-19,13:00,2. Bundesliga,Matchweek 10,Sat,Away,W,1,0,St. Pauli,,,38.0,29412.0,Fabian Holland,4-4-1-1,4-1-4-1,Tobias Reichel,Match Report,,Darmstadt
2019-10-25,18:30,2. Bundesliga,Matchweek 11,Fri,Home,W,1,0,Erzgebirge Aue,,,58.0,14095.0,Fabian Holland,4-1-4-1,4-4-1-1,Manuel Gräfe,Match Report,,Darmstadt
2019-10-29,20:45,DFB-Pokal,Second round,Tue,Home,L,0,1,Karlsruher,,,58.0,11240.0,Fabian Holland,4-2-3-1,4-2-3-1,Florian Badstübner,Match Report,,Darmstadt
2019-11-02,13:00,2. Bundesliga,Matchweek 12,Sat,Away,L,1,3,Greuther Fürth,,,48.0,8225.0,Fabian Holland,4-4-1-1,4-4-2,Harm Osmers,Match Report,,Darmstadt
2019-11-10,13:30,2. Bundesliga,Matchweek 13,Sun,Home,D,2,2,Jahn R'burg,,,60.0,13350.0,Fabian Holland,4-1-4-1,4-2-2-2,Alexander Sather,Match Report,,Darmstadt
2019-11-25,20:30,2. Bundesliga,Matchweek 14,Mon,Away,W,2,1,Hannover 96,,,36.0,22100.0,Fabian Holland,4-4-1-1,4-2-2-2,Martin Thomsen,Match Report,,Darmstadt
2019-12-01,13:30,2. Bundesliga,Matchweek 15,Sun,Home,L,1,3,Arminia,,,39.0,13900.0,Fabian Holland,4-4-1-1,4-3-3,Florian Heft,Match Report,,Darmstadt
2019-12-08,13:30,2. Bundesliga,Matchweek 16,Sun,Away,D,0,0,Wehen,,,53.0,8034.0,Fabian Holland,4-4-1-1,3-4-3,Matthias Jöllenbeck,Match Report,,Darmstadt
2019-12-16,20:30,2. Bundesliga,Matchweek 17,Mon,Home,D,1,1,Stuttgart,,,33.0,14875.0,Fabian Holland,4-2-3-1,4-3-3,Patrick Ittrich,Match Report,,Darmstadt
2019-12-21,13:00,2. Bundesliga,Matchweek 18,Sat,Home,D,2,2,Hamburger SV,,,39.0,14875.0,Fabian Holland,4-4-1-1,4-3-3,Aarne Aarnink,Match Report,,Darmstadt
2020-01-29,20:30,2. Bundesliga,Matchweek 19,Wed,Away,D,1,1,Holstein Kiel,,,42.0,9600.0,Fabian Holland,4-2-3-1,4-3-3,Florian Heft,Match Report,,Darmstadt
2020-02-02,13:30,2. Bundesliga,Matchweek 20,Sun,Home,D,2,2,Osnabrück,,,62.0,14429.0,Fabian Holland,4-4-1-1,4-2-3-1,Lasse Koslowski,Match Report,,Darmstadt
2020-02-07,18:30,2. Bundesliga,Matchweek 21,Fri,Away,W,3,2,Dresden,,,45.0,26243.0,Fabian Holland,4-2-3-1,4-2-3-1,Michael Bacher,Match Report,,Darmstadt
2020-02-16,13:30,2. Bundesliga,Matchweek 22,Sun,Home,W,1,0,Sandhausen,,,51.0,14310.0,Fabian Holland,4-1-4-1,4-4-2,Benedikt Kempkes,Match Report,,Darmstadt
2020-02-23,13:30,2. Bundesliga,Matchweek 23,Sun,Away,W,2,1,Nürnberg,,,64.0,25549.0,Fabian Holland,4-1-4-1,4-2-2-2,Patrick Alt,Match Report,,Darmstadt
2020-02-29,13:00,2. Bundesliga,Matchweek 24,Sat,Home,W,2,0,Heidenheim,,,54.0,13020.0,Tobias Kempe,4-2-3-1,4-3-3,Sven Waschitzki,Match Report,,Darmstadt
2020-03-07,13:00,2. Bundesliga,Matchweek 25,Sat,Home,D,0,0,Bochum,,,49.0,15125.0,Fabian Holland,4-2-3-1,4-1-4-1,Tobias Reichel,Match Report,,Darmstadt
2020-05-16,13:00,2. Bundesliga,Matchweek 26,Sat,Away,L,0,2,Karlsruher,,,57.0,,Fabian Holland,4-5-1,4-2-3-1,Matthias Jöllenbeck,Match Report,,Darmstadt
2020-05-23,13:00,2. Bundesliga,Matchweek 27,Sat,Home,W,4,0,St. Pauli,,,40.0,,Fabian Holland,4-2-3-1,4-1-4-1,Benedikt Kempkes,Match Report,,Darmstadt
2020-05-26,18:30,2. Bundesliga,Matchweek 28,Tue,Away,W,3,1,Erzgebirge Aue,,,62.0,,Tobias Kempe,4-2-3-1,3-4-1-2,Christof Günsch,Match Report,,Darmstadt
2020-05-29,18:30,2. Bundesliga,Matchweek 29,Fri,Home,D,1,1,Greuther Fürth,,,42.0,,Fabian Holland,4-2-3-1,4-1-4-1,Sven Waschitzki,Match Report,,Darmstadt
2020-06-06,13:00,2. Bundesliga,Matchweek 30,Sat,Away,L,0,3,Jahn R'burg,,,70.0,,Fabian Holland,4-2-3-1,4-2-3-1,Florian Badstübner,Match Report,,Darmstadt
2020-06-14,13:30,2. Bundesliga,Matchweek 31,Sun,Home,W,3,2,Hannover 96,,,44.0,,Fabian Holland,5-3-2,4-4-2,Nicolas Winter,Match Report,,Darmstadt
2020-06-18,20:30,2. Bundesliga,Matchweek 32,Thu,Away,L,0,1,Arminia,,,42.0,,Fabian Holland,3-4-1-2,4-1-4-1,Benedikt Kempkes,Match Report,,Darmstadt
2020-06-21,15:30,2. Bundesliga,Matchweek 33,Sun,Home,W,3,1,Wehen,,,69.0,,Fabian Holland,4-4-2,3-3-3-1,Markus Schmidt,Match Report,,Darmstadt
2020-06-28,15:30,2. Bundesliga,Matchweek 34,Sun,Away,W,3,1,Stuttgart,,,39.0,,Fabian Holland,5-3-2,3-4-3,Bibiana Steinhaus,Match Report,,Darmstadt
2018-08-05,15:30,2. Bundesliga,Matchweek 1,Sun,Home,W,1,0,Paderborn 07,,,44.0,15400.0,Aytaç Sulu,4-2-3-1,4-1-3-2,Bastian Dankert,Match Report,,Darmstadt
2018-08-10,20:30,2. Bundesliga,Matchweek 2,Fri,Away,L,0,2,St. Pauli,,,50.0,29140.0,Aytaç Sulu,4-2-3-1,4-1-4-1,Guido Winkmann,Match Report,,Darmstadt
2018-08-17,20:45,DFB-Pokal,First round,Fri,Away,W,1,0,Magdeburg,,,41.0,20165.0,Aytaç Sulu,4-2-3-1,3-4-3,Robert Schröder,Match Report,,Darmstadt
2018-08-24,18:30,2. Bundesliga,Matchweek 3,Fri,Home,W,3,0,MSV Duisburg,,,51.0,15170.0,Aytaç Sulu,4-2-3-1,4-4-2,Robert Hartmann,Match Report,,Darmstadt
2018-09-02,13:30,2. Bundesliga,Matchweek 4,Sun,Away,W,1,0,Heidenheim,,,44.0,10350.0,Aytaç Sulu,4-2-3-1,4-2-3-1,Alexander Sather,Match Report,,Darmstadt
2018-09-15,13:00,2. Bundesliga,Matchweek 5,Sat,Home,D,1,1,Sandhausen,,,60.0,15103.0,Aytaç Sulu,4-2-3-1,3-5-2,Johann Pfeifer,Match Report,,Darmstadt
2018-09-22,13:00,2. Bundesliga,Matchweek 6,Sat,Away,L,1,4,Dresden,,,57.0,26530.0,Aytaç Sulu,4-4-1-1,3-4-3,Benedikt Kempkes,Match Report,,Darmstadt
2018-09-25,18:30,2. Bundesliga,Matchweek 7,Tue,Home,L,1,2,Arminia,,,45.0,14210.0,Aytaç Sulu,4-2-3-1,4-4-2,Pascal Müller,Match Report,,Darmstadt
2018-09-28,18:30,2. Bundesliga,Matchweek 8,Fri,Away,L,2,4,Holstein Kiel,,,54.0,8527.0,Aytaç Sulu,4-2-3-1,4-4-2,Timo Gerach,Match Report,,Darmstadt
2018-10-05,18:30,2. Bundesliga,Matchweek 9,Fri,Home,L,1,2,Hamburger SV,,,38.0,17400.0,Aytaç Sulu,4-4-1-1,4-1-4-1,Christian Dietz,Match Report,,Darmstadt
2018-10-21,13:30,2. Bundesliga,Matchweek 10,Sun,Away,D,1,1,Jahn R'burg,,,48.0,10907.0,Aytaç Sulu,4-2-3-1,4-2-2-2,Tobias Reichel,Match Report,,Darmstadt
2018-10-26,18:30,2. Bundesliga,Matchweek 11,Fri,Home,W,2,0,Greuther Fürth,,,50.0,14050.0,Aytaç Sulu,4-2-3-1,4-4-1-1,René Rohde,Match Report,,Darmstadt
2018-10-30,18:30,DFB-Pokal,Second round,Tue,Home,L,0,2,Hertha BSC,,,42.0,15000.0,Aytaç Sulu,4-2-3-1,4-2-3-1,Robert Kampka,Match Report,,Darmstadt
2018-11-03,13:00,2. Bundesliga,Matchweek 12,Sat,Home,W,3,1,Magdeburg,,,55.0,15410.0,Aytaç Sulu,4-2-3-1,4-2-3-1,Benjamin Cortus,Match Report,,Darmstadt
2018-11-12,20:30,2. Bundesliga,Matchweek 13,Mon,Away,L,0,1,Bochum,,,40.0,12022.0,Aytaç Sulu,4-2-3-1,4-2-3-1,Martin Thomsen,Match Report,,Darmstadt
2018-11-24,13:00,2. Bundesliga,Matchweek 14,Sat,Home,L,0,3,Köln,,,49.0,17400.0,Aytaç Sulu,4-2-3-1,3-1-4-2,Florian Heft,Match Report,,Darmstadt
2018-12-01,13:00,2. Bundesliga,Matchweek 15,Sat,Away,L,1,3,Union Berlin,,,58.0,21474.0,Aytaç Sulu,4-2-3-1,4-4-1-1,Marco Fritz,Match Report,,Darmstadt
2018-12-08,13:00,2. Bundesliga,Matchweek 16,Sat,Home,D,1,1,Ingolstadt 04,,,60.0,16579.0,Fabian Holland,4-2-3-1,4-4-2,Alexander Sather,Match Report,,Darmstadt
2018-12-16,13:30,2. Bundesliga,Matchweek 17,Sun,Away,D,2,2,Erzgebirge Aue,,,56.0,7400.0,Aytaç Sulu,4-2-3-1,3-4-1-2,Timo Gerach,Match Report,,Darmstadt
2018-12-23,13:30,2. Bundesliga,Matchweek 18,Sun,Away,L,2,6,Paderborn 07,,,44.0,11547.0,Aytaç Sulu,4-2-3-1,4-4-2,Tobias Reichel,Match Report,,Darmstadt
2019-01-29,20:30,2. Bundesliga,Matchweek 19,Tue,Home,W,2,1,St. Pauli,,,60.0,11800.0,Fabian Holland,4-4-1-1,4-2-3-1,Manuel Gräfe,Match Report,,Darmstadt
2019-02-01,18:30,2. Bundesliga,Matchweek 20,Fri,Away,L,2,3,MSV Duisburg,,,65.0,11213.0,Fabian Holland,4-2-3-1,4-1-4-1,Thorben Siewer,Match Report,,Darmstadt
2019-02-10,13:30,2. Bundesliga,Matchweek 21,Sun,Home,L,1,2,Heidenheim,,,57.0,10120.0,Fabian Holland,4-4-2,4-3-1-2,Michael Bacher,Match Report,,Darmstadt
2019-02-15,18:30,2. Bundesliga,Matchweek 22,Fri,Away,D,1,1,Sandhausen,,,48.0,7624.0,Fabian Holland,4-2-3-1,4-2-3-1,Lasse Koslowski,Match Report,,Darmstadt
2019-02-23,13:00,2. Bundesliga,Matchweek 23,Sat,Home,W,2,0,Dresden,,,44.0,11330.0,Fabian Holland,4-2-3-1,3-4-3,Patrick Alt,Match Report,,Darmstadt
2019-03-03,13:30,2. Bundesliga,Matchweek 24,Sun,Away,L,0,1,Arminia,,,46.0,15011.0,Fabian Holland,4-2-3-1,4-4-1-1,Martin Petersen,Match Report,,Darmstadt
2019-03-09,13:00,2. Bundesliga,Matchweek 25,Sat,Home,W,3,2,Holstein Kiel,,,39.0,10210.0,Fabian Holland,4-2-3-1,4-3-1-2,Benedikt Kempkes,Match Report,,Darmstadt
2019-03-16,13:00,2. Bundesliga,Matchweek 26,Sat,Away,W,3,2,Hamburger SV,,,46.0,54668.0,Fabian Holland,4-2-3-1,4-2-3-1,Florian Badstübner,Match Report,,Darmstadt
2019-03-30,13:00,2. Bundesliga,Matchweek 27,Sat,Home,D,1,1,Jahn R'burg,,,57.0,10385.0,Marcel Franke,4-2-3-1,4-4-2,Martin Thomsen,Match Report,,Darmstadt
2019-04-07,13:30,2. Bundesliga,Matchweek 28,Sun,Away,L,1,2,Greuther Fürth,,,51.0,9730.0,Fabian Holland,4-4-1-1,4-3-3,René Rohde,Match Report,,Darmstadt
2019-04-13,13:00,2. Bundesliga,Matchweek 29,Sat,Away,W,1,0,Magdeburg,,,49.0,17413.0,Fabian Holland,4-4-2,4-4-2,Christian Dietz,Match Report,,Darmstadt
2019-04-21,13:30,2. Bundesliga,Matchweek 30,Sun,Home,D,0,0,Bochum,,,47.0,10590.0,Fabian Holland,4-2-3-1,4-2-3-1,Sven Waschitzki,Match Report,,Darmstadt
2019-04-26,18:30,2. Bundesliga,Matchweek 31,Fri,Away,W,2,1,Köln,,,33.0,50000.0,Fabian Holland,4-2-3-1,3-1-4-2,Marco Fritz,Match Report,,Darmstadt
2019-05-05,13:30,2. Bundesliga,Matchweek 32,Sun,Home,W,2,1,Union Berlin,,,46.0,11510.0,Fabian Holland,4-2-3-1,4-3-1-2,Bastian Dankert,Match Report,,Darmstadt
2019-05-12,15:30,2. Bundesliga,Matchweek 33,Sun,Away,L,0,3,Ingolstadt 04,,,60.0,10190.0,Fabian Holland,4-2-3-1,4-2-3-1,Martin Petersen,Match Report,,Darmstadt
2019-05-19,15:30,2. Bundesliga,Matchweek 34,Sun,Home,W,1,0,Erzgebirge Aue,,,65.0,10570.0,Fabian Holland,4-3-3,3-4-1-2,Christian Dietz,Match Report,,Darmstadt
2022-07-30,13:00,DFB-Pokal,Round of 64,Sat,Away,W,3,0,Viktoria 1889,,,66.0,5573.0,Anthony Losilla,4-2-3-1,3-5-1-1,Patrick Alt,Match Report,,Bochum
2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,2,Mainz 05,0.9,1.4,59.0,24110.0,Anthony Losilla,4-2-3-1,5-4-1,Felix Zwayer,Match Report,,Bochum
2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,L,2,3,Hoffenheim,1.5,2.6,41.0,17005.0,Anthony Losilla,3-4-1-2,3-5-2,Patrick Ittrich,Match Report,,Bochum
2022-08-21,17:30,Bundesliga,Matchweek 3,Sun,Home,L,0,7,Bayern Munich,0.7,2.9,36.0,26000.0,Anthony Losilla,4-4-2,4-4-2,Daniel Siebert,Match Report,,Bochum
2022-08-26,20:30,Bundesliga,Matchweek 4,Fri,Away,L,0,1,Freiburg,1.2,3.9,52.0,32800.0,Anthony Losilla,4-2-3-1,4-2-3-1,Marco Fritz,Match Report,,Bochum
2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,L,0,2,Werder Bremen,0.8,2.0,50.0,25800.0,Anthony Losilla,4-2-3-1,3-5-2,Robert Schröder,Match Report,,Bochum
2022-09-10,18:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Schalke 04,1.1,1.5,55.0,62041.0,Anthony Losilla,4-2-3-1,4-2-3-1,Felix Zwayer,Match Report,,Bochum
2022-09-18,17:30,Bundesliga,Matchweek 7,Sun,Home,D,1,1,Köln,0.2,2.1,35.0,25800.0,Anthony Losilla,4-2-3-1,4-2-3-1,Bastian Dankert,Match Report,,Bochum
2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,L,0,4,RB Leipzig,0.1,3.9,30.0,44403.0,Anthony Losilla,3-1-4-2,4-2-3-1,Florian Badstübner,Match Report,,Bochum
2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,W,3,0,Eint Frankfurt,0.6,0.9,46.0,24850.0,Anthony Losilla,4-2-3-1,4-2-2-2,Martin Petersen,Match Report,,Bochum
2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,4,Stuttgart,1.6,2.2,52.0,45400.0,Anthony Losilla,4-3-3,4-1-3-2,Christian Dingert,Match Report,,Bochum
2022-10-18,20:45,DFB-Pokal,Round of 32,Tue,Away,W,1,0,Elversberg,,,56.0,6911.0,Anthony Losilla,4-2-3-1,3-4-3,Sven Waschitzki,Match Report,,Bochum
2022-10-23,15:30,Bundesliga,Matchweek 11,Sun,Home,W,2,1,Union Berlin,1.1,1.0,47.0,25460.0,Anthony Losilla,4-3-3,3-5-2,Deniz Aytekin,Match Report,,Bochum
2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,4,Wolfsburg,0.5,2.0,48.0,24037.0,Anthony Losilla,4-2-3-1,4-1-4-1,Robert Hartmann,Match Report,,Bochum
2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,L,0,3,Dortmund,0.6,1.5,40.0,81365.0,Anthony Losilla,4-2-3-1,4-2-3-1,Tobias Stieler,Match Report,,Bochum
2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,W,2,1,Gladbach,2.0,0.8,46.0,25900.0,Anthony Losilla,4-2-3-1,4-2-3-1,Daniel Schlager,Match Report,,Bochum
2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,W,1,0,Augsburg,1.1,2.2,46.0,28011.0,Anthony Losilla,4-3-3,3-4-3,Felix Brych,Match Report,,Bochum
2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,W,3,1,Hertha BSC,1.6,0.9,49.0,26000.0,Anthony Losilla,4-3-3,4-2-3-1,Martin Petersen,Match Report,,Bochum
